character,decomposition,etymology,radical,matches
奋,⿱大田,"{type: ideographic, hint: A man 大 working on the farm 田}",大,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
奎,⿱大圭,"{type: pictophonetic, phonetic: 圭, semantic: 大, hint: big}",大,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
奏,⿱？天,"{type: ideographic, hint: A report about (above) the emperor 天}",大,"[null,null,null,null,null,[1],[1],[1],[1]]"
奐,⿱⿱？？大,null,大,"[null,null,null,null,null,null,[1],[1],[1]]"
契,⿱⿰丰刀大,"{type: ideographic, hint: A contract signed by cutting 刀 notches 丰 in wood 木 (now changed to 大)}",大,"[[0,0],[0,0],[0,0],[0,0],[0,1],[0,1],[1],[1],[1]]"
奓,⿱大多,"{type: ideographic, hint: Excessive 多 largess 大}",大,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
奔,⿱大卉,"{type: ideographic, hint: A man 大 running through a field of grass 卉}",大,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
奕,⿱亦大,"{type: pictophonetic, phonetic: 亦, semantic: 大, hint: big}",大,"[[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
奖,⿱⿰丬夕大,"{type: pictophonetic, phonetic: 丬, semantic: 大, hint: big}",大,"[[0,0],[0,0],[0,0],[0,1],[0,1],[0,1],[1],[1],[1]]"
套,⿱大镸,"{type: ideographic, hint: A man 大 wrapped in a long 镸 cloth }",大,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
奘,⿱壯大,"{type: pictophonetic, phonetic: 壯, semantic: 大, hint: big}",大,"[[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
奚,⿱爫⿱幺大,null,大,"[[0],[0],[0],[0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]]"
奠,⿱酋大,"{type: ideographic, hint: A man 大 lifting up an offering of wine 酋}",大,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
奢,⿱大者,"{type: pictophonetic, phonetic: 者, semantic: 大, hint: big}",大,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
奥,⿱⿵宀米大,"{type: ideographic, hint: A person 大 discovering a house 宀 full of rice 米}",大,"[[0,0],[0,0],[0,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1],[1],[1]]"
奧,⿱⿵？釆大,"{type: ideographic, hint: A person 大 discovering a house full of rice 釆}",大,"[null,null,null,[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1],[1],[1]]"
奩,⿱大區,"{type: ideographic, hint: A man 大 packing a suitcase 區}",大,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
奪,⿳大隹寸,"{type: ideographic, hint: A man 大 grasping 寸 a bird 隹}",大,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[2],[2],[2]]"
奭,⿻大皕,null,大,"[[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],[0]]"
奮,⿳大隹田,"{type: ideographic, hint: A man 大 working on the farm 田}",大,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[2],[2],[2],[2],[2]]"
女,？,"{type: pictographic, hint: A woman turned to the side}",女,"[null,null,null]"
奴,⿰女又,"{type: ideographic, hint: A woman 女 standing by her master's right hand 又; 女 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1]]"
奶,⿰女乃,"{type: pictophonetic, phonetic: 乃, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1]]"
奸,⿰女干,"{type: pictophonetic, phonetic: 干, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1]]"
她,⿰女也,"{type: ideographic, hint: A woman 女 beside you 也}",女,"[[0],[0],[0],[1],[1],[1]]"
奼,⿰女乇,"{type: pictophonetic, phonetic: 乇, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1]]"
好,⿰女子,"{type: ideographic, hint: A woman 女 with a son 子}",女,"[[0],[0],[0],[1],[1],[1]]"
妁,⿰女勺,"{type: pictophonetic, phonetic: 勺, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1]]"
如,⿰女口,"{type: ideographic, hint: A wife 女 following her husband's words 口}",女,"[[0],[0],[0],[1],[1],[1]]"
妃,⿰女己,"{type: ideographic, hint: One's own 己 woman 女}",女,"[[0],[0],[0],[1],[1],[1]]"
妄,⿱亡女,"{type: pictophonetic, phonetic: 亡, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1]]"
妆,⿰丬女,"{type: pictophonetic, phonetic: 丬, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1]]"
妇,⿰女彐,"{type: ideographic, hint: Simplified form of 婦; a woman 女 with a broom 彐}",女,"[[0],[0],[0],[1],[1],[1]]"
妈,⿰女马,"{type: pictophonetic, phonetic: 马, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1]]"
妊,⿰女壬,"{type: pictophonetic, phonetic: 壬, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妍,⿰女开,"{type: ideographic, hint: A woman 女 who appears forward or open 开}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妒,⿰女户,"{type: pictophonetic, phonetic: 户, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妓,⿰女支,"{type: ideographic, hint: A working 支 woman 女; 支 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妖,⿰女夭,"{type: pictophonetic, phonetic: 夭, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妗,⿰女今,"{type: pictophonetic, phonetic: 今, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妙,⿰女少,"{type: pictophonetic, phonetic: 少, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妝,⿰爿女,"{type: pictophonetic, phonetic: 爿, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[1],[1],[1]]"
妞,⿰女丑,"{type: pictophonetic, phonetic: 丑, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妟,⿱日女,"{type: ideographic, hint: A woman 女 cooking food 日 for a 宀 banquet; compare 宴}",女,"[[0],[0],[0],[0],[1],[1],[1]]"
妣,⿰女比,"{type: pictophonetic, phonetic: 比, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妤,⿰女予,"{type: pictophonetic, phonetic: 予, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妥,⿱爫女,"{type: ideographic, hint: A hand 爫 over a woman 女, representing control}",女,"[[0],[0],[0],[0],[1],[1],[1]]"
妨,⿰女方,"{type: pictophonetic, phonetic: 方, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妩,⿰女无,"{type: pictophonetic, phonetic: 无, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妪,⿰女区,"{type: ideographic, hint: A woman 女 watching over her ward 区}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
妫,⿰女为,null,女,"[[0],[0],[0],[1],[1],[1],[1]]"
妮,⿰女尼,"{type: pictophonetic, phonetic: 尼, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
妯,⿰女由,"{type: pictophonetic, phonetic: 由, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
妲,⿰女旦,"{type: pictophonetic, phonetic: 旦, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
妳,⿰女尔,"{type: ideographic, hint: You 尔 (female) 女}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
妹,⿰女未,"{type: pictophonetic, phonetic: 未, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
妻,⿱⿻十彐女,"{type: ideographic, hint: A woman 女 holding a broom 十 in her hand 彐}",女,"[[0,0],[0,1],[0,1],[0,1],[0,0],[1],[1],[1]]"
妾,⿱辛女,"{type: ideographic, hint: A woman 女 branded 辛 as a slave}",女,"[[0],[0],[0],[0],[0],[1],[1],[1]]"
姆,⿰女母,"{type: pictophonetic, phonetic: 母, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
姊,⿰女？,null,女,"[[0],[0],[0],null,null,null,null]"
始,⿰女台,"{type: pictophonetic, phonetic: 台, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
姐,⿰女且,"{type: pictophonetic, phonetic: 且, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
姑,⿰女古,"{type: ideographic, hint: An older 古 woman 女; 古 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
姒,⿰女以,"{type: pictophonetic, phonetic: 以, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1]]"
姓,⿰女生,"{type: pictophonetic, phonetic: 生, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
委,⿱禾女,null,女,"[[0],[0],[0],[0],[0],[1],[1],[1]]"
姗,⿰女册,"{type: pictophonetic, phonetic: 册, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1]]"
姘,⿰女并,"{type: ideographic, hint: An affair 并 with a woman 女; 并 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姚,⿰女兆,"{type: pictophonetic, phonetic: 兆, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姜,⿱羊女,"{type: ideographic, hint: Simplified form of 薑; grass 艹 provides the meaning while 畺 provides the pronunciation}",女,"[[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
姝,⿰女朱,"{type: pictophonetic, phonetic: 朱, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姣,⿰女交,"{type: pictophonetic, phonetic: 交, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姥,⿰女老,"{type: ideographic, hint: An older 老 woman 女; 老 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姦,⿱女⿰女女,"{type: ideographic, hint: Someone who flirts with many women 女}",女,"[[0],[0],[0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1]]"
姨,⿰女夷,"{type: pictophonetic, phonetic: 夷, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姪,⿰女至,"{type: pictophonetic, phonetic: 至, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姫,⿰女臣,"{type: ideographic, hint: A minister's 臣 consort 女}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姬,⿰女臣,"{type: ideographic, hint: An official 臣 woman 女}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
姮,⿰女亘,"{type: pictophonetic, phonetic: 亘, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姹,⿰女宅,"{type: pictophonetic, phonetic: 宅, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姻,⿰女因,"{type: ideographic, hint: A woman 女 related by 因 marriage}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
姿,⿱次女,"{type: pictophonetic, phonetic: 次, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
威,⿻戌女,"{type: ideographic, hint: Dominating a woman 女 by force of arms 戈}",女,"[[0],[0],[0],[1],[1],[1],[0],[0],[0]]"
娃,⿰女圭,"{type: ideographic, hint: A girl 女 made of beautiful jade 圭}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
娄,⿱米女,"{type: ideographic, hint: A woman 女 looking up at a star 米}",女,"[[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
娅,⿰女亚,"{type: pictophonetic, phonetic: 亚, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
娆,⿰女尧,"{type: pictophonetic, phonetic: 尧, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
娇,⿰女乔,"{type: pictophonetic, phonetic: 乔, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
娈,⿱亦女,"{type: ideographic, hint: Like 亦 a woman 女}",女,"[[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
娉,⿰女甹,"{type: pictophonetic, phonetic: 甹, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娌,⿰女里,"{type: pictophonetic, phonetic: 里, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娑,⿱沙女,"{type: pictophonetic, phonetic: 沙, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
娓,⿰女尾,"{type: pictophonetic, phonetic: 尾, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娘,⿰女良,"{type: pictophonetic, phonetic: 良, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娛,⿰女吳,"{type: pictophonetic, phonetic: 吳, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娜,⿰女那,"{type: pictophonetic, phonetic: 那, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
娟,⿰女肙,"{type: pictophonetic, phonetic: 肙, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娠,⿰女辰,"{type: pictophonetic, phonetic: 辰, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娣,⿰女弟,"{type: pictophonetic, phonetic: 弟, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娥,⿰女我,"{type: pictophonetic, phonetic: 我, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娩,⿰女免,"{type: pictophonetic, phonetic: 免, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娭,⿰女矣,"{type: pictophonetic, phonetic: 矣, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娱,⿰女吴,"{type: pictophonetic, phonetic: 吴, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娲,⿰女呙,"{type: pictophonetic, phonetic: 呙, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娴,⿰女闲,"{type: pictophonetic, phonetic: 闲, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
娶,⿱取女,"{type: ideographic, hint: To take 取 a wife 女; 取 also provides the pronunciation}",女,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
娼,⿰女昌,"{type: pictophonetic, phonetic: 昌, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婀,⿰女阿,"{type: pictophonetic, phonetic: 阿, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
婁,⿱母女,"{type: ideographic, hint: A daughter 女 looking up at her mother 母}",女,"[[0],[0],[0],[0],null,null,null,[0],[1],[1],[1]]"
婆,⿱波女,"{type: pictophonetic, phonetic: 波, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
婉,⿰女宛,"{type: pictophonetic, phonetic: 宛, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婊,⿰女表,"{type: pictophonetic, phonetic: 表, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婕,⿰女疌,"{type: pictophonetic, phonetic: 疌, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婚,⿰女昏,"{type: pictophonetic, phonetic: 昏, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婢,⿰女卑,"{type: ideographic, hint: A humble 卑 woman 女; 卑 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婦,⿰女帚,"{type: ideographic, hint: A woman 女 with a broom 帚}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婧,⿰女青,"{type: ideographic, hint: Like a young 青 woman 女; 青 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婪,⿱林女,"{type: pictophonetic, phonetic: 林, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
婭,⿰女亞,"{type: pictophonetic, phonetic: 亞, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婴,⿱⿰贝贝女,"{type: pictophonetic, semantic: 女, hint: woman}",女,"[[0,0],[0,0],[0,0],[0,0],[0,1],[0,1],[0,1],[0,1],[1],[1],[1]]"
婵,⿰女单,"{type: pictophonetic, phonetic: 单, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婶,⿰女审,"{type: pictophonetic, phonetic: 审, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
婷,⿰女亭,"{type: pictophonetic, phonetic: 亭, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
婺,⿱敄女,"{type: pictophonetic, phonetic: 敄, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
婿,⿰女胥,"{type: pictophonetic, phonetic: 胥, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媒,⿰女某,"{type: pictophonetic, phonetic: 某, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媕,⿰女弇,"{type: pictophonetic, phonetic: 弇, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媚,⿰女眉,"{type: pictophonetic, phonetic: 眉, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媛,⿰女爰,"{type: pictophonetic, phonetic: 爰, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媠,⿰女⿱？⺼,"{type: pictophonetic, phonetic: ⺼, semantic: 女, hint: woman}",女,"[[0],[0],[0],null,null,null,null,null,[1,1],[1,1],[1,1],[1,1]]"
媧,⿰女咼,"{type: pictophonetic, phonetic: 咼, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媪,⿰女昷,"{type: pictophonetic, phonetic: 昷, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媲,⿰女？,"{type: pictophonetic, semantic: 女, hint: woman}",女,"[[0],[0],[0],null,null,null,null,null,null,null,null,null,null]"
媳,⿰女息,"{type: pictophonetic, phonetic: 息, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媵,⿸朕女,"{type: pictophonetic, phonetic: 朕, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
媷,⿰女辱,"{type: pictophonetic, phonetic: 辱, semantic: 女}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媸,⿰女蚩,"{type: pictophonetic, phonetic: 蚩, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媽,⿰女馬,"{type: pictophonetic, phonetic: 馬, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
媾,⿰女冓,"{type: ideographic, hint: To know a woman's 女 secret 冓; 冓 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫁,⿰女家,"{type: pictophonetic, phonetic: 家, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫂,⿰女叟,"{type: pictophonetic, phonetic: 叟, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫉,⿰女疾,"{type: ideographic, hint: An envious 疾 woman 女; 疾 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫌,⿰女兼,"{type: pictophonetic, phonetic: 兼, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫒,⿰女爱,"{type: pictophonetic, phonetic: 爱, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫔,⿰女宾,"{type: pictophonetic, phonetic: 宾, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫖,⿰女票,"{type: pictophonetic, phonetic: 票, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫗,⿰女區,"{type: ideographic, hint: A woman 女 watching over her ward 區}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫘,⿰女累,"{type: pictophonetic, phonetic: 累, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫚,⿰女曼,"{type: pictophonetic, phonetic: 曼, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫜,⿰女章,"{type: pictophonetic, phonetic: 章, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫠,⿱⿰未攵⿸厂女,"{type: pictophonetic, semantic: 女}",女,"[[0,0],[0,0],[0,0],[0,0],[0,0],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[1,1],[1,1],[1,1]]"
嫡,⿰女啇,"{type: pictophonetic, phonetic: 啇, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫣,⿰女焉,"{type: pictophonetic, phonetic: 焉, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫦,⿰女常,"{type: pictophonetic, phonetic: 常, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫩,⿰女敕,"{type: pictophonetic, phonetic: 敕, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫪,⿰女翏,"{type: pictophonetic, phonetic: 翏, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫫,⿰女莫,"{type: pictophonetic, phonetic: 莫, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫱,⿰女啬,"{type: pictophonetic, phonetic: 啬, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫵,⿰女無,"{type: pictophonetic, phonetic: 無, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嫻,⿰女閑,"{type: pictophonetic, phonetic: 閑, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬈,⿰女堯,"{type: pictophonetic, phonetic: 堯, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬉,⿰女喜,"{type: pictophonetic, phonetic: 喜, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬋,⿰女單,"{type: pictophonetic, phonetic: 單, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬌,⿰女喬,"{type: pictophonetic, phonetic: 喬, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬖,⿱辟女,"{type: pictophonetic, phonetic: 辟, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
嬗,⿰女亶,"{type: pictophonetic, phonetic: 亶, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬛,⿰女睘,"{type: ideographic, hint: To stare 睘 after a woman 女; 睘 also provides the pronunciation}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬪,⿰女賓,"{type: pictophonetic, phonetic: 賓, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
嬰,⿱賏女,"{type: pictophonetic, semantic: 女, hint: woman}",女,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]]"
嬲,⿲男女男,"{type: ideographic, hint: A woman 女 flirting with two men 男}",女,"[[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[2],[2],[2],[2],[2],[2],[2]]"
嬴,⿳亡口⿲月女凡,null,女,"[[0],[0],[0],[1],[1],[1],[2,0],[2,0],[2,0],[2,0],[2,1],[2,1],[2,1],[2,2],[2,2],[2,2]]"
嬷,⿰女麽,"{type: pictophonetic, phonetic: 麽, semantic: 女, hint: woman}",女,"[[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
